random_state,earthworm_shannon_z_r2,earthworm_richness_z_r2,Modelo,r2_medio_prioritarios
14,0.4118320149404912,0.4503468568890258,RandomForest Multisalida,0.4310894359147585
15,0.4257548850617669,0.4541461655148214,RandomForest Multisalida,0.43995052528829415
16,0.4209198563804843,0.4577955424502169,RandomForest Multisalida,0.43935769941535063
17,0.4088588478505938,0.4425217733076357,RandomForest Multisalida,0.4256903105791148
18,0.4018820159154785,0.4421061098678872,RandomForest Multisalida,0.42199406289168284
19,0.4227776554149893,0.4542487242609128,RandomForest Multisalida,0.43851318983795107
20,0.4143238076682828,0.4481046557834948,RandomForest Multisalida,0.4312142317258888
21,0.4176212569391383,0.4558951127156171,RandomForest Multisalida,0.4367581848273777
22,0.4231193746946626,0.4530658535951409,RandomForest Multisalida,0.43809261414490175
23,0.4177472254494523,0.450760418923683,RandomForest Multisalida,0.43425382218656766
24,0.3966327525028444,0.4328455459105352,RandomForest Multisalida,0.4147391492066898
25,0.4082520307623803,0.436801662388636,RandomForest Multisalida,0.42252684657550815
26,0.4104245314312496,0.4460178629239293,RandomForest Multisalida,0.42822119717758944
27,0.4183895831971942,0.447213150854702,RandomForest Multisalida,0.43280136702594807
28,0.432750184304392,0.4620780570816313,RandomForest Multisalida,0.4474141206930117
29,0.4009694661475117,0.431823889084554,RandomForest Multisalida,0.41639667761603283
30,0.4287309179944806,0.4598468781449947,RandomForest Multisalida,0.44428889806973765
31,0.4066329819759212,0.4374494862130378,RandomForest Multisalida,0.42204123409447947
32,0.41099497043894,0.442649413223392,RandomForest Multisalida,0.426822191831166
33,0.4121774855022848,0.4515876170085329,RandomForest Multisalida,0.43188255125540886
34,0.4349869459780631,0.4679825871794606,RandomForest Multisalida,0.45148476657876185
35,0.4140058243068085,0.4463994322219685,RandomForest Multisalida,0.4302026282643885
36,0.42076616586,0.4541497220343873,RandomForest Multisalida,0.4374579439471936
37,0.42227202196648,0.4584772388894288,RandomForest Multisalida,0.44037463042795444
38,0.4243706073785647,0.4561794268437604,RandomForest Multisalida,0.44027501711116257
39,0.4014308680524329,0.4369928623968534,RandomForest Multisalida,0.41921186522464315
40,0.4171863157540747,0.4528933440790765,RandomForest Multisalida,0.43503982991657564
41,0.4233699966993969,0.4566367086793119,RandomForest Multisalida,0.4400033526893544
42,0.4087280405768346,0.4424395210066654,RandomForest Multisalida,0.42558378079174997
43,0.4163766663796595,0.4499826116418766,RandomForest Multisalida,0.43317963901076806
44,0.4093129243365404,0.4480015145203913,RandomForest Multisalida,0.4286572194284658
45,0.4232239939921092,0.4599295603960761,RandomForest Multisalida,0.4415767771940926
46,0.418067264503478,0.4488447331866222,RandomForest Multisalida,0.4334559988450501
47,0.4174766450023351,0.4524010257827816,RandomForest Multisalida,0.43493883539255834
48,0.4140228431543752,0.4494477434750771,RandomForest Multisalida,0.43173529331472615
49,0.4194414708161547,0.4534216487924047,RandomForest Multisalida,0.4364315598042797
50,0.4135009301202407,0.4472182118738252,RandomForest Multisalida,0.4303595709970329
51,0.4252588132861185,0.4628971613297712,RandomForest Multisalida,0.44407798730794484
52,0.4185184676984981,0.454233501837292,RandomForest Multisalida,0.4363759847678951
53,0.4082351493437794,0.4506916114521656,RandomForest Multisalida,0.4294633803979725
54,0.4097242963699884,0.4474462243517271,RandomForest Multisalida,0.42858526036085776
55,0.4271444099353594,0.4483087599409695,RandomForest Multisalida,0.43772658493816446
56,0.3934661428986763,0.4294804688386595,RandomForest Multisalida,0.4114733058686679
57,0.4061330274549302,0.4429185550234583,RandomForest Multisalida,0.4245257912391942
58,0.4185762643525603,0.4630521248943611,RandomForest Multisalida,0.4408141946234607
